"Filename","Title","Keywords","Category"
"2024-12-27_img-11.jpg","A pensive young man with a serious expression posing with a banana tattoo on his arm against a neutral background.","young, man, tattoo, banana, serious, expression, pensive, arm, art, body, male, portrait, person, illustration, skin, design, creative, modern, body-art, stylish, handsome, emo, individual, edgy, cool, self-expression, detailed, ink, realistic, unique, emotion, contemplative, guy, youth, hair, style, facial, hands, artistic, close-up, view, background, body-modification, nature, banana-art","13"
"2024-12-27_img-12.jpg","A playful golden retriever puppy with a joyful expression holding a banana indoors against a warm yellow background.","dog, puppy, golden, retriever, happy, playful, joyful, indoor, banana, pet, young, cute, friendly, smiling, paw, fur, wooden, home, animal, cheerful, yellow, nature, fun, adorable, baby, barking, active, loving, companion, small, excitement, charming, family, whimsical, gentle, curious, explorer, handsome, silly, sociable, energetic, pet-friendly, context, endearing, play, mischievous, instinct, bright, charming","1"
"2024-12-27_img-13.jpg","A playful black dog with bright eyes holding bananas on a wooden surface.","dog, black, playful, young, medium, pet, cute, charming, funny, animal, companionship, cheerful, furry, happy, holding, bananas, realistic, adorable, paws, friendly, portrait, charming, beautiful, pup, looking, expression, eye, nature, close-up, active, sitting, emotion, pet-friendly, enjoying, play, companion, adoration, vibrant, animal-lover, amusing, persistence, engaging, inquisitive, sweet, animated, youthful, fun, expressive","1"
"2024-12-27_img-14.jpg","A playful young puppy with a joyful expression chewing on a banana against a bright blue background.","puppy, dog, happy, chewing, banana, playful, cute, black, white, young, animal, friendly, expression, joyful, excited, small, domestic, pet, adorable, collar, sitting, cartoon, illustration, colorful, vibrant, funny, art, whimsical, bark, loving, character, nature, happy, youth, expression, play, smiling, animal lover, pet owner, amusement, snack, delightful, joy, cheerful, background, blue, graphic","1"
"2024-12-27_img-15.jpg","A playful young puppy with a curious expression sitting among bananas and flowers against a colorful background.","puppy, playful, young, dog, curious, sitting, bananas, flowers, colorful, background, pet, happy, orange, black, white, adorable, cute, animal, smiling, domestic, furry, illustration, vibrant, art, nature, youth, fun, bright, garden, cheerful, play, friendly, decorative, exploring, whimsical, companion, joyful, colorful, color, small, interactive, growing, toddler, cartoon, character, adventure, charming, juvenile, lively","1"
"2024-12-27_img-16.jpg","A playful puppy with big eyes chewing on a banana in a colorful artistic background.","puppy, playful, chewing, banana, colorful, artistic, small, dog, happy, cute, young, friendly, art, pet, adorable, canine, happy, fun, multicolored, background, close-up, lovable, furry, creative, eye-catching, sweet, vibrant, playtime, animal, smiling, action, domestic, curious, youthful, active, jovial, personality, agile, snout, food, play, background, texture, juicy, claws, expressive, cheerful, bright","1"
"2024-12-27_img-17.jpg","A cheerful golden puppy with a big smile playing with bananas against a colorful pastel background.","puppy, golden, happy, smiling, playing, banana, cute, pet, young, small, animal, friendly, joyful, fun, adorable, furry, active, colorful, bright, pastel, cheerful, excited, playful, expression, carefree, animated, creamy, funny, youthful, wagging, curious, delightful, pet-friendly, color, light, vibrant, happy-expression, animal-lover, joy, bark, companion, silly, interactive, social, domestic, loving, charming, instinct, pet-play","1"
"2024-12-27_img-18.jpg","A playful young puppy with a cheerful expression playing with bananas against a colorful background.","puppy, dog, playful, happy, young, pet, cute, dog breed, animal, smiling, fluffy, fun, mouth, bananas, colorful, background, bright, food, yellow, play, cuddle, adorable, paw, interactivity, furry, friendly, whimsical, animated, illustration, joyful, cheerful, childlike, color, small, sweet, instinct, action, vibrant, imagination, snout, cartoonish, charming, petting, home, family, exotic, nature, companion","1"
"2024-12-27_img-19.jpg","A playful young puppy with a joyful expression reaching for a banana on a colorful geometric background.","puppy, young, animal, playful, joyful, happy, pet, cute, reaching, banana, colorful, geometric, expression, small, light, dog, cheerful, blonde, fluffy, symbol, fun, friendly, whimsical, paw, licking, interacting, mouth, nature, color, illustration, vibrant, chewing, toddler, adorable, furry, paws, bright, background, delightful, laughing, play, youth, excited, curious, coloration, pastel, inner, domestic, animalia","1"
"2024-12-27_img-20.jpg","A cute puppy with a playful expression holding a bunch of bananas against a colorful background.","puppy, cute, playful, holding, bananas, white, small, animal, pet, young, happy, smiling, colorful, funny, adorable, cheerful, friend, joyful, nature, food, fruit, bright, illustrative, pet-friendly, companionship, emotional, vibrant, background, expressive, lovable, energetic, toddler, mischievous, playtime, whimsical, furry, delightful, entertaining, cuddly, companionship, outdoors, playful, cheerful, happy, expressive, young, active, cartoonish, character","1"
"2024-12-27_img-21.jpg","A playful corgi puppy with a joyful expression surrounded by bananas and pineapple treats against a vibrant blue background.","corgi, puppy, happy, playful, joyful, dog, animal, bananas, pineapple, treats, smiling, cute, colorful, cheerful, pets, happiness, food, vibrant, cartoon, illustration, friendly, young, golden, brown, white, eating, running, action, adorable, animal portrait, funny, bright, fun, decorative, nature, pet, smile, illustrative, creative, pop art, playtime, furry, blissful, companion, color, joy, light-hearted","1"
"2024-12-27_img-22.jpg","A playful puppy with a happy expression holding a banana against a colorful abstract background.","puppy, happy, playful, banana, blue, colorful, dog, small, cute, artistic, abstract, animal, young, expression, furry, canine, sit, vibrant, bright, cheerful, cartoon, portrait, friendship, whimsical, illustration, fun, lively, graphic, eye-catching, pet, adorable, animal art, pet art, color, creative, modern, happy expression, dynamic, infant, companion, alternative, design, playtime, delightful, charming, sensational","1"
"2024-12-27_img-23.jpg","A playful puppy with big blue eyes holding a yellow banana against a colorful background.","puppy, dog, playful, cute, animal, pet, young, small, brown, white, banana, colorful, happy, joyful, snack, friendly, toy, art, vibrant, smiling, bright, character, prop, adorable, creative, color, design, outdoor, background, cartoon, fun, cheerful, detailed, stylized, play, childlike, imaginative, whimsical, novelty, handmade, freehand, color-blocking, soft, clay, artistic, fantastical, unique, illustrative, decorative","1"
"2024-12-27_img-24.jpg","A playful robotic dog with a curious expression interacting with bananas in a futuristic setting.","robotic, dog, curious, playful, futuristic, bananas, technology, mechanical, gray, pet, cute, adorable, interactive, funny, cartoonish, gadget, electronics, comical, animation, design, creative, artificial, stylized, unique, character, happy, friendly, youthful, abstract, bright, dynamic, innovative, sophisticated, science-fiction, robot, awesome, eye-catching, original, whimsical, tech, novelty, provocative, imaginative, colorful, charming, energetic, dynamic, humorous, surreal","1"
"2024-12-27_img-25.jpg","A playful crocheted dog with bright eyes holding a banana in a soft, neutral background.","crochet, dog, cute, playful, toy, banana, happy, smiling, brown, yellow, pet, puppy, fun, handmade, stuffed, child, soft, craft, adorable, furry, creative, animal, friendly, yarn, puppen, play, miniature, small, art, whimsical, funny, beloved, cheerful, collectible, cute, light, joyful, fashionable, lifelike, comical, gift, colorful, home, family, decoration, tabletop, giftable, meaningful, softness","1"
"2024-12-27_img-26.jpg","A cute crocheted dog with a playful expression holding bananas against a soft gray background.","crocheted, dog, cute, playful, animal, toy, puppy, yellow, black, smiling, fruit, banana, soft, handmade, decorative, art, craft, pet, sitting, charming, adorable, companionship, whimsical, furry, light, fun, fiber, kids, children, gift, colorful, miniature, collection, friendly, playfulness, life, interior, accessory, birthday, smile, happy, relaxed, fabric, character, characteristic, nostalgic, lively, artistic","1"
"2024-12-27_img-27.jpg","A curious puppy with big eyes playing with colorful bananas in a lush green setting.","puppy, dog, curious, playing, bananas, yellow, green, pet, animal, brown, cute, young, small, adorable, nature, fun, happy, mischievous, exploring, childlike, whimsical, friendly, innocent, playful, fruits, snout, pet-friendly, vibrant, joyful, paw, happiness, puppy eyes, background, environment, scene, colorful, tropical, fresh, cute animal, greenery, features, nature lover, youngdog, playground, natural, alive","1"
"2024-12-27_img-28.jpg","A curious corgi puppy looking playfully at bananas on a sleek table with soft lighting.","corgi, puppy, playful, curious, adorable, small, dog, cute, light, collar, bananas, food, black, sitting, friendly, animal, young, pet, bright, shiny, funny, furry, animated, happy, lovable, exploring, domestic, multicolored, illustration, bright, neon, amber, fashionable, cheerful, leisure, cozy, companionship, family, nature, vibrant, comical, adoration, charming, whimsical, joyful, energetic, expressive, captivating, sweet","1"
"2024-12-27_img-29.jpg","A playful puppy with bright glowing features sitting next to a banana on a dark reflective surface.","puppy, playful, dog, banana, cute, young, small, adorable, black, white, neon, glow, reflection, happy, pet, domestic, collar, eyes, sitting, light, action, eating, interaction, youth, animal, fun, joyful, friendship, neutered, play, furry, bright, cheerful, colorful, cute, lively, friendly, shelter, companionship, companionship, vibrant, tropical, fruit, exotic, modern, stylish, technology, animal companion","1"
"2024-12-27_img-30.jpg","A playful young corgi with bright eyes holding bananas on a wooden surface near a beautiful landscape.","corgi, puppy, playful, brown, white, cute, animal, holding, bananas, wood, landscape, mountains, nature, dog, pet, small, young, happy, cheerful, domestic, vibrant, colorful, adorable, chewing, curious, animal art, cartoon, illustration, snack, sitting, outdoor, scene, interior, fun, friends, sociable, play, joyful, whimsical, nature art, treats, expressive, whiskers, playtime, taming, paw","1"
